"no","number","id","context","sentence","intentionality","factivity","pictoriality","intentionality_z","factivity_z","pictoriality_z","sense","posterior_max"
533,581,"KCT","S_conv","  , you know, we want the money! (pause) She said well I should imagine that's what's happened (pause) the paper work here has got muddled up with",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
534,582,"HH3","W_non_ac_polit_law_edu","  its images of gigantic workforces of powerfully unionized white men -- should, one would imagine, be impervious to the new trend. Not so. With plants closing down",2,3.5,2,-1.91170236394237,-0.0725244318149641,-0.60311765511875,1,1
535,583,"J9Y","S_interview","  clien-- especially doctors they'd snap your hand off. (SP:PS40K) Well I can't imagine a doctor turn-- turning the offer down. (SP:PS40J) Well he's used to getting",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
536,584,"JYC","W_fict_prose","  it, young lady. I don't know just what kind of monster you imagine I am, but having my wicked way with a girl in your state of",6,2.5,3.5,0.560379479742608,-0.6818641711444,0.237966894195135,2,0.999999938579207
537,585,"FTX","W_misc","  ship, was nevertheless a blow. With hindsight, it is not difficult to imagine alternative uses for this fine estate which would have been of lasting benefit to the",6,4,2,0.560379479742608,0.232145437849754,-0.60311765511875,2,0.99999995957063
538,586,"J9H","S_meeting","  instead a course of Beethoven, Mozart or Chopin? Is it so fantastic to imagine a future in which doctors w-- doctors will prescribe a visit to the art gallery",5.5,2,4.5,0.251369249281986,-0.986534040809118,0.798689927071058,2,0.999994419887379
539,587,"CA5","W_non_ac_soc_science","  the post arrives or the phone rings, rather than feeling fearful or gloomy. Imagine yourself in a beautiful garden, dancing across the lawns in sheer delight. If",6.5,1.5,7,0.869389710203231,-1.29120391047384,2.20049750926087,2,0.999999999974595
540,588,"AE7","W_non_ac_nat_science","  far it is sensible to say that genes' program' or' control'development. Imagine a Turing-like process generating a pattern in a sheet of cells, and then suppose",6,3,3.5,0.560379479742608,-0.377194301479682,0.237966894195135,2,0.999999942265856
541,589,"HH3","W_non_ac_polit_law_edu","  may be more fragile and open to radical change than we have been led to imagine. The book is consistently thought-provoking and written with one eye firmly fixed on the",5,3,1.5,-0.0576409811786373,-0.377194301479682,-0.883479171556711,2,0.998925168291964
542,590,"CCN","W_non_ac_humanities_arts","  by Sir Charles Sedley; set to music by Henry Purcell) # I can imagine the rise in colour and temperature of the' faithful swain' when meeting such",5.5,2.5,5,0.251369249281986,-0.6818641711444,1.07905144350902,2,0.999996559557174
543,591,"KCU","S_conv","  , going in? Go in (SP:PS0GF) I've had that coat (SP:PS0GK) Could you imagine it though going into so-- somewhere like Dotty's or whatever and saying well (SP:PS0GF)",5.5,2,3,0.251369249281986,-0.986534040809118,-0.0423946222428265,2,0.999991936063386
544,592,"G5B","S_speech_unscripted","  our housekeeping. Again another general view of a machine shop. You can just imagine, this place is cutting cast iron and metal all day, every day.",6,5,5,0.560379479742608,0.841485177179189,1.07905144350902,2,0.999999985779466
545,593,"ABV","W_religion","  estranged from one another, yet who both wistfully long for reconciliation. Let us imagine that they meet and the man begins:' Darling, it's awful to",5.5,2.5,4.5,0.251369249281986,-0.6818641711444,0.798689927071058,2,0.999994947768326
546,594,"EEB","W_commerce","  failures, and they have a point. It may be an over-simplification, but imagine the improvement to our daily lives if everyone always understood everyone else, and it",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
547,595,"FU4","W_fict_drama","  been honest. PAMELA:' T IS injurious to me, madam, to imagine I am not honest. LADY DAVERS: Have you not been a-bed with my",5.5,2.5,1.5,0.251369249281986,-0.6818641711444,-0.883479171556711,2,0.999996597278714
548,596,"CB8","W_pop_lore","  OUT OF BOUNDS Country children don't lead the idyllic and untrammelled lives many townies imagine.' Rural children have no right to play in areas which have become increasingly",5.5,2,5,0.251369249281986,-0.986534040809118,1.07905144350902,2,0.999996183725691
549,597,"HTR","W_fict_prose","  . That sort of thing worries the college authorities no end, as you can imagine. But the inquest put a stop to all that. There was no evidence",4,6,2,-0.675661442099883,1.45082491650862,-0.60311765511875,1,0.999535475286524
550,598,"HRB","W_biography","  the gallinaceous family than any other of the Struthionidae.' It is impossible to imagine such an accident ever happening to the meticulous and super-observant John Gould, but Darwin",6,3,4,0.560379479742608,-0.377194301479682,0.518328410633096,2,0.999999952099404
552,600,"HDL","S_interview_oral_history","  laboriously count that money and agree the total there and then. You can well imagine when all the buses ran in between eleven and half past eleven that there was",6,6,5,0.560379479742608,1.45082491650862,1.07905144350902,2,0.999999989686426
553,601,"KD8","S_conv","  truth. But er she didn't like it. (SP:PS0LK) No, I can imagine. (SP:KD8PSUNK) But it didn't, it hasn't put Sally off er dancing",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
554,602,"HGD","W_fict_prose","  , Jenna,' he murmured drily, looking down at her.' I imagine we will be hearing from your solicitor. As French law can be tediously long",2,5,1.5,-1.91170236394237,0.841485177179189,-0.883479171556711,1,1
555,603,"H8H","W_fict_prose","  come now, and automatically switched off.' I know that's what you imagine, and I guess I've let you believe that because I had become so",2.5,2,1,-1.60269213348175,-0.986534040809118,-1.16384068799467,1,1
556,604,"EWH","W_fict_prose","  point out how much had already been done for her. "" I can't imagine how you can be so ungrateful, child, "" she said between coughing fits",6,5.5,1.5,0.560379479742608,1.14615504684391,-0.883479171556711,2,0.999999978692784
557,605,"ANL","W_fict_prose","  reflected momentarily.' I am not aware that I did. As you can imagine, there was a considerable scrimmage, with people anxious to obtain cabs -- particularly",4,6,5,-0.675661442099883,1.45082491650862,1.07905144350902,1,0.999700900834484
558,607,"FSP","W_fict_prose","  you really think I don't know what isolation's like? What do you imagine goes on in my head all night when you've been talking about splitting up",4,5.5,1.5,-0.675661442099883,1.14615504684391,-0.883479171556711,1,0.999428598122347
559,608,"C8V","W_religion","  continuing to believe. Some people misunderstand what the rationality of faith means. They imagine that they have believed in God because faith is rational -- which it is --",3,4.5,1.5,-1.29368190302113,0.536815307514471,-0.883479171556711,1,0.99999999999966
560,609,"APK","W_pop_lore","  a much more exciting and lively place and more relaxed than you could ever possible imagine if you read certain tabloid newspapers.' Going to Libya in 1988, Jousiffe",6,5,3.5,0.560379479742608,0.841485177179189,0.237966894195135,2,0.999999961440574
561,610,"ARR","W_non_ac_nat_science","  life, they can expect to find creatures too strange and unearthly for us to imagine. But is there anything that must be true of all life, wherever it",5.5,4.5,5.5,0.251369249281986,0.536815307514471,1.35941295994698,2,0.999998855648008
562,611,"J17","W_fict_prose","  have felt nothing at all. Might even have felt displeasure at the prospect. Imagine that somehow I knew you regarded the proposed arrangement with distaste. All the same",6,3,1.5,0.560379479742608,-0.377194301479682,-0.883479171556711,2,0.999999966326521
563,612,"B10","W_non_ac_soc_science","  suggested that you might try ignoring certain categories of unacceptable behaviour. I can well imagine that you were protesting that there are behaviours (like aggression) which you simply",5,5.5,2,-0.0576409811786373,1.14615504684391,-0.60311765511875,2,0.999338350214172
564,613,"KNC","S_speech_unscripted","  . I was learning a lot over the period of making mistakes as you can imagine. So I was learning from my own mistakes and others at the time er",4,6,1.5,-0.675661442099883,1.45082491650862,-0.883479171556711,1,0.999216161023879
565,614,"J17","W_fict_prose","  in the days when we were both planning to be great composers. I should imagine she is writing an essay herself. The other contributions are probably mostly of a",2,5.5,2,-1.91170236394237,1.14615504684391,-0.60311765511875,1,1
566,615,"AT1","W_biography","  He doesn't tell us anything about that side of things but I can't imagine him ever finishing with someone. Gedge found the experience of sacking Shaun Charman very",6,2.5,2.5,0.560379479742608,-0.6818641711444,-0.322756138680788,2,0.999999939852924
567,616,"JY0","W_fict_prose","  get involved. It's nothing to do with me.'' I would imagine she wanted you to tell her so that she can tell Alan, and he",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
569,618,"GVP","W_fict_prose","  golf very seriously; she told me her clubs are a matched set and I imagine they're worth quite a lot of money. I'm sure she keeps a",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
570,619,"GUU","W_fict_prose","  But the Jacobites didn't mint coins.'' If it existed, I imagine this would have been what we call a pattern, an unofficial design for a",2.5,2,1,-1.60269213348175,-0.986534040809118,-1.16384068799467,1,1
571,620,"K5L","W_newsp_other_social","  more likely to favour M &S; than Montana, Mugler or Miyake, don't imagine for one moment that what has been shown on these mammoth runways won't affect",2.5,2,1.5,-1.60269213348175,-0.986534040809118,-0.883479171556711,1,1
572,621,"H0F","W_fict_prose","  the North Sea, and he won't be back till Christmas. Can you imagine anything so dreadful? "" Marion could. Christmas was only a few months away",5.5,4,1.5,0.251369249281986,0.232145437849754,-0.883479171556711,2,0.999997515365602
574,624,"HR4","W_fict_prose","  with he thought some coolness behind the immediate offer of dinner. Suddenly he could imagine George on the Sunday after that Saturday evening at the cottage exhausted by nightmares pacing",6,3,7,0.560379479742608,-0.377194301479682,2.20049750926087,2,0.999999998950664
575,625,"A90","W_newsp_brdsht_nat_sports","  nearest thing to a test against that granite-hard fighter that his supporters could hope to imagine. That he won a points decision against the Californian Mark Wills at Wembley will",6,5.5,2,0.560379479742608,1.14615504684391,-0.60311765511875,2,0.999999971059077
576,626,"HD4","W_letters_personal","  humour and teamsmanship -- a statement provocative enough to get transmitted, as you might imagine. And we are cheerfully helped in our work by prisoners from Saughton, who",4,6,2,-0.675661442099883,1.45082491650862,-0.60311765511875,1,0.999535475286524
577,627,"KBW","S_conv","  a new car or (pause) whether he's got visitors. (SP:PS08A) (unclear) I should imagine it's a new car. (SP:PS087) Very posh isn't it? Is it",2,5.5,2.5,-1.91170236394237,1.14615504684391,-0.322756138680788,1,1
578,628,"BNA","W_misc","  personality would make it difficult to work comfortably with the rest of the staff. Imagine each of the candidates actually doing the job and dealing with the problems which might",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
579,630,"FNW","W_fict_prose","  to say' Are you kidding?' Another joined in.' Can't imagine infinity. It's a daft idea. Mind you, I don't think",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
580,631,"HPP","W_misc","  (? by public transport) to the starting point -- this can, I imagine, be supplied by the Council. Please let me know whether you think this",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
581,634,"HMP","S_brdcast_discussn","  I don't believe there will be a problem. (SP:PS3BX) Er ha I can imagine what you would say if it was in two miles of your property as to",6,1.5,2.5,0.560379479742608,-1.29120391047384,-0.322756138680788,2,0.99999993614622
582,635,"KRE","S_brdcast_discussn","  important to distinguish between single chip microcomputers and the sort of microcomputers that erm people imagine have keyboards and screens and things, personal computers, which are often called microcomputers",5.5,6.5,5,0.251369249281986,1.75549478617334,1.07905144350902,2,0.999999144076174
583,636,"KP4","S_conv","  (SP:PS6U1) (laugh) Usually it tastes quite potatoey and presumably rather leeky as well I should imagine. (SP:PS6U1) Hee hee hee yeah? I thought that was, that was a",2,6,1.5,-1.91170236394237,1.45082491650862,-0.883479171556711,1,1
584,637,"FNU","W_fict_prose","  send a telegram. It was of a personal nature.'' I can imagine,' said Babs.' I don't mean to pry,' floundered",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
585,639,"HR8","W_fict_prose","  for you,' he said,' surrounded by all these wogs. I imagine you are deeply confused! Bowing to the East and carrying on like lunatics.",2,5,1.5,-1.91170236394237,0.841485177179189,-0.883479171556711,1,1
586,640,"CHE","W_biography","  a room next to where the old monastery used to be. As you can imagine, I didn't do much sleeping the first two or three nights I was",5,6,1.5,-0.0576409811786373,1.45082491650862,-0.883479171556711,2,0.99965251974941
587,641,"AT1","W_biography","  ' I think that it is crucial that I do it. I can't imagine myself having the opportunity to do something as important ever again.' Gedge has",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
588,643,"FR3","W_fict_prose","  hung up on that, are you? Come now, you can not possibly imagine that anything could have come of your relation with that chit. In your heart",5.5,2,2,0.251369249281986,-0.986534040809118,-0.60311765511875,2,0.999994581292385
589,644,"FSC","W_fict_prose","  . How anyone could have expected you to get properly well there I can not imagine! And David says that your husband is a doctor: he ought to have",6,3,1.5,0.560379479742608,-0.377194301479682,-0.883479171556711,2,0.999999966326521
590,645,"KBK","S_conv","  a rather naff comment actually, I can't imagine that, well I can imagine other people wearing big earrings because they're super confident. (SP:PS101) Then you obviously",5.5,5,5.5,0.251369249281986,0.841485177179189,1.35941295994698,2,0.999999049869776
591,646,"H8X","W_fict_prose","  village. All the children have had measles, all five, you can not imagine what hard work it is, day and night and their poor eyes so sore",6,5.5,1.5,0.560379479742608,1.14615504684391,-0.883479171556711,2,0.999999978692784
592,647,"HSL","W_pop_lore","  companies. IVF is already spreading to developing countries, and it is easy to imagine that other new methods will be introduced as well. The Chinese government for example",5.5,3,2,0.251369249281986,-0.377194301479682,-0.60311765511875,2,0.999995434863898
593,648,"H0F","W_fict_prose","  , tinged with pink, so real that you could almost smell them, almost imagine yourself out of this noisy workshop and waling between trees at dawn. What about",5.5,2,6,0.251369249281986,-0.986534040809118,1.63977447638494,2,0.999998786390937
594,649,"BMC","W_pop_lore","  of the music seem to belie that generally accepted claim: it is difficult to imagine such depth of repose in so young a man -- though that in turn gives",6,4.5,2,0.560379479742608,0.536815307514471,-0.60311765511875,2,0.999999963265067
595,650,"BNA","W_misc","  subside. Do not just skip over this bit. Really think about it. Imagine the very worst that can happen at the interview -- you fall over, give",6.5,2.5,4.5,0.869389710203231,-0.6818641711444,0.798689927071058,2,0.999999998958963
596,651,"KE2","S_conv","  (pause) you get the adrenalin flowing. (laugh) (SP:PS0W8) Yes, yes I can well imagine it. (SP:PS0W2) You know there's, there's apparently there's a black",5.5,4,2,0.251369249281986,0.232145437849754,-0.60311765511875,2,0.999996386706716
597,652,"GVP","W_fict_prose","  between him and me? Well, it won't work. And don't imagine that just because he's got to go back on Saturday, we shan't",3,5,1.5,-1.29368190302113,0.841485177179189,-0.883479171556711,1,0.999999999999507
598,653,"KD5","S_conv","  ? Jesus! (SP:PS0JY) Disgusting! It really irritates me! (SP:PS0JX) I can just imagine what it's gon na look like in a few years when it gets (SP:PS0JY)",6,3,5,0.560379479742608,-0.377194301479682,1.07905144350902,2,0.999999977581648
599,654,"KCT","S_conv","  , is she driving, or is she not? (SP:PS0FP) Erm, I should imagine so. Yes, she is. (SP:PS0FS) Is she? (SP:PS0FP) Don't she like",2,5.5,4,-1.91170236394237,1.14615504684391,0.518328410633096,1,1
600,655,"GUU","W_fict_prose","  the murder weapon. Eye witnesses. You know the sort of thing. I imagine they're even more necessary when the person concerned is an old friend of the",2,5,1.5,-1.91170236394237,0.841485177179189,-0.883479171556711,1,1
602,657,"HHW","W_hansard","  Mr. Beith The Government are still trying to get away with having no policy. Imagine what would happen if Britain sought to remain outside a single currency and European monetary",6.5,2,1.5,0.869389710203231,-0.986534040809118,-0.883479171556711,2,0.999999998657735
603,658,"K4W","W_newsp_other_report","  Council over the pedestrianisation of Skinnergate are wasting their time. It is hard to imagine a retailer being able to prove that loss of trade was directly attributable to the",5.5,3,1,0.251369249281986,-0.377194301479682,-1.16384068799467,2,0.999998134224374
604,659,"GV8","W_fict_prose","  not imagine him chasing after other women once he had committed himself, could not imagine him being so insensitive as to leave a woman -- his woman -- wondering why",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
605,660,"G06","W_fict_prose","  make their children unhappy, but it seemed an unfair reflection. I couldn't imagine myself making my children happy, having no conception of how to go about it",6,3,1.5,0.560379479742608,-0.377194301479682,-0.883479171556711,2,0.999999966326521
606,661,"HGN","W_fict_prose","  Thanks for keeping us so clued in,' he snaps.' Can you imagine what they would have done to anyone who spilled the beans?'' Why",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
607,662,"BNV","W_pop_lore","  garden shed on stilts. In the same building there is triple spiral staircase. Imagine three spiral staircases starting from the ground 120 degrees apart in plan view, and",6,4.5,6.5,0.560379479742608,0.536815307514471,1.9201359928229,2,0.999999998084754
608,663,"HA3","W_fict_prose","  box would be able to swim faster than he could. He tried not to imagine what it would be like to drown in the Ankh.' It won't",6.5,2.5,5,0.869389710203231,-0.6818641711444,1.07905144350902,2,0.999999999365432
609,664,"G2J","W_misc","  as though possibility had suddenly been released from the grip of necessity and we could imagine the world we wanted. Public life in Britain and America was curiously still.",6,2,2.5,0.560379479742608,-0.986534040809118,-0.322756138680788,2,0.999999937541847
610,665,"KDJ","S_conv","  (SP:PS0N4) as far as I can gather, I don't know, I'd imagine where a line has a minimum period of three months rental (SP:PS0N3) mm (SP:PS0N4) right",2,3.5,1.5,-1.91170236394237,-0.0725244318149641,-0.883479171556711,1,1
611,666,"AC4","W_fict_prose","  group by the wall.' Harriet Shakespeare's over there. I can't imagine what brought her, but I'm certain you've seen her.''",5.5,5,1.5,0.251369249281986,0.841485177179189,-0.883479171556711,2,0.999998136479416
612,667,"F7L","S_classroom","  ticket for life, now are you going to do anything, er can you imagine what you might like to work at? (SP:F7LPSUNK) No (SP:PS1MF) You have a little",6,3.5,1.5,0.560379479742608,-0.0725244318149641,-0.883479171556711,2,0.999999968297755
613,668,"KCN","S_conv","  himself he wouldn't be having one at all. (pause) Well I don't imagine, unless he went out for it. (pause) Fish and chips at night is",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
614,669,"C94","W_misc","  which fibre-rich foods help you to shed weight, I don't want you to imagine that they are calorie-free. In the bad old days of low-carbohydrate diets, many",2.5,2,2,-1.60269213348175,-0.986534040809118,-0.60311765511875,1,1
615,670,"EVG","W_fict_prose","  he looked across the now peaceful Green, he found it was surprisingly easy to imagine it filled with men and women in uniform fighting for a cause they truly believed",6,1.5,6,0.560379479742608,-1.29120391047384,1.63977447638494,2,0.99999999231294
616,671,"BP9","W_fict_prose","  for an hour in my roomette looking out at the unvarying scenery and trying to imagine anything else that Filmer might have paid to have done. It was all the",6.5,3,1.5,0.869389710203231,-0.377194301479682,-0.883479171556711,2,0.999999998637235
617,672,"CCW","W_fict_prose","  a day of pure pleasure, Mr Breakspear?' I did not need to imagine such a day, I could remember plenty. I remembered lying in bed with",5.5,3.5,2,0.251369249281986,-0.0725244318149641,-0.60311765511875,2,0.999995906761584
618,673,"A69","W_non_ac_polit_law_edu","  would not look. So they devoted themselves to promoting political movements which they could imagine would still reach the Milnerian goal.' Both races hope for prosperity, prosperity",5.5,3,1.5,0.251369249281986,-0.377194301479682,-0.883479171556711,2,0.999996887694509
619,675,"J17","W_fict_prose","  that I've seen his photograph and read his prose style, I can't imagine how he and Serafin ever contrived to live together. The more I think about",6,6,2.5,0.560379479742608,1.45082491650862,-0.322756138680788,2,0.999999970157704
620,676,"BMM","W_biography","  I took a little time off in Rome to do some shopping. Many people imagine that it is a glamorous life, jetting around the world for the big athletics",6,2,5,0.560379479742608,-0.986534040809118,1.07905144350902,2,0.999999974367869
621,677,"KPM","S_conv","  (unclear) (SP:PS56M) Yeah. Do they go to Pocklington occasionally (unclear) (SP:KPMPSUNK) (unclear) I can imagine (SP:PS56M) You know when it takes you what (SP:KPMPSUNK) Yeah. (SP:PS56M) twenty five minutes",4.5,4.5,2,-0.36665121163926,0.536815307514471,-0.60311765511875,1,0.54564645789117
622,678,"F9X","W_fict_prose","  we are grateful to you. Now that you have seen us, you can imagine that we enjoy little in the way of sensory awareness. We exist in pure",6,5.5,2,0.560379479742608,1.14615504684391,-0.60311765511875,2,0.999999971059077
623,679,"FBN","W_pop_lore","  and a mixture of plants and rocks to see what they like. I would imagine the natural food is small aquatic organisms, so pond foods, live or frozen",2,6,4.5,-1.91170236394237,1.45082491650862,0.798689927071058,1,1
624,680,"KD5","S_conv","  , there's work (pause) all the oil was in here I I I would imagine, yeah? (SP:PS0JX) Yeah, yeah. (SP:PS0JY) Yeah, we got erm nice",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
626,682,"CEH","W_fict_prose","  you mean?,' Clothes rationin',' Vi affirmed solemnly.' Imagine the Government doin' a thing like that, eh?' It had happened",6,2.5,2,0.560379479742608,-0.6818641711444,-0.60311765511875,2,0.999999950921953
627,683,"KBF","S_conv","  bit more. (SP:PS04U) (unclear) they'll cut them. (pause) (SP:PS04V) Well I should imagine they'll cut them yeah. (SP:PS04U) They, they will they won't (pause)",2,3,1.5,-1.91170236394237,-0.377194301479682,-0.883479171556711,1,1
628,684,"KDN","S_conv","  Mhm. (SP:PS1HH) Do you wan na (SP:PS1HJ) It is soon? (SP:PS1HH) I would imagine that it's very soon. (SP:PS1HJ) Mhm. (SP:PS1HH) Should be near enough next",2,5,2,-1.91170236394237,0.841485177179189,-0.60311765511875,1,1
629,685,"H9C","W_fict_prose","  kicked the earth with the toe of his boot. Oh, he could just imagine Philip's display of outraged innocence and then the letter would come from the Pope",6,5,5,0.560379479742608,0.841485177179189,1.07905144350902,2,0.999999985779466
631,687,"ANF","W_biography","  has been stolen. This seems to be a speciality of Nice. You can imagine how annoyed I am. Naturally I am broke, or almost. It's",5.5,6,2,0.251369249281986,1.45082491650862,-0.60311765511875,2,0.9999981229476
632,688,"G01","W_fict_prose","  by now. She hadn't been to work for two nights. Carol could imagine his state of mind. Had he finally realised there was someone else? If",6,6,2,0.560379479742608,1.45082491650862,-0.60311765511875,2,0.999999974906385
633,691,"APM","W_fict_prose","  ought to be. We need you. Jack needs you. Can't you imagine what strain he's under?'' If he wants to talk to Marcus",6.5,5.5,2,0.869389710203231,1.14615504684391,-0.60311765511875,2,0.999999998615786
634,692,"EUY","W_misc","  Well, they jogged along for some time but, as you might care to imagine, there had to come a moment when the legs had reached the top of",5,5.5,1.5,-0.0576409811786373,1.14615504684391,-0.883479171556711,2,0.999563863727913
635,693,"JSU","S_classroom","  of those things but we can imagine them, can't we? You can imagine the squirrels running up and down the trees without seeing them, so something else",6,3,6.5,0.560379479742608,-0.377194301479682,1.9201359928229,2,0.999999997264015
636,694,"GVL","W_fict_prose","  ? The Yggdrasil projection?'' Going his own mysterious way, I should imagine. We're the team from now on, I gather.' She must",2,5,2,-1.91170236394237,0.841485177179189,-0.60311765511875,1,1
637,695,"CL7","W_pop_lore","  -- the boots have a Sympatex liner, but because of the liner, I imagine these aren't boots you can easily get repaired. As for the Sympatex liner",2,5.5,2.5,-1.91170236394237,1.14615504684391,-0.322756138680788,1,1
638,696,"C8S","W_fict_prose","  . I'd been leading such a rackety life -- Edouard, you can't imagine. Rushing about from one racetrack to another, always on planes or trains.",5.5,5.5,5,0.251369249281986,1.14615504684391,1.07905144350902,2,0.99999866910788
639,697,"AEA","W_fict_prose","  had no intention of being unkind to his wife.' But I can't imagine that your plan for me would enhance Bo-Bo's pleasure.'' I've",3,3.5,2,-1.29368190302113,-0.0725244318149641,-0.60311765511875,1,0.999999999999913
640,699,"H9M","W_commerce","  the solution for y t, which we denote by (deleted:formula), is (deleted:formula) Now imagine that the authorities followed a simple rule linking the money supply in period t to",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
641,700,"HTU","W_fict_prose","  over-sized weapon. Which probably got a cheap laugh somewhere, although I can't imagine where. Laura picked up the bedside telephone and dialled the number. There was",6,4,1.5,0.560379479742608,0.232145437849754,-0.883479171556711,2,0.99999997061573
642,701,"CJJ","W_fict_prose","  in good stead in battle. As he smelled the smouldering frankincense, he would imagine his own body inflamed and his soul soaring from it like smoke. Tundrish paid",6,1,6.5,0.560379479742608,-1.59587378013855,1.9201359928229,2,0.99999999646204
643,702,"EA8","W_commerce","  great national institutions which create the external conditions under which we operate. I would imagine that industry confronts and copes with more forms of change than any other branch of",2,5.5,1.5,-1.91170236394237,1.14615504684391,-0.883479171556711,1,1
644,703,"CEB","W_fict_prose","  spoke and finally broke off on a clipped note of finality.' I can imagine that. Diabetes is quite a burden to carry through life.'' The",6,5.5,2,0.560379479742608,1.14615504684391,-0.60311765511875,2,0.999999971059077
645,704,"AL6","W_newsp_brdsht_nat_misc","  hands.' In my judgment this is an appropriate case. I can not imagine a worse,' he said. The worst riot in British penal history started",6,2.5,4.5,0.560379479742608,-0.6818641711444,0.798689927071058,2,0.999999962501705
646,705,"FPN","W_biography","  precisely this cautious attitude and the conversation was as sluggish as it is possible to imagine. I formed the view of a singularly unattractive character: unattractive in appearance,",6,6,2,0.560379479742608,1.45082491650862,-0.60311765511875,2,0.999999974906385
647,706,"ALG","W_non_ac_polit_law_edu","  whether those who have received an agricultural education run more profitable agricultural businesses but I imagine most people assume they do. Perhaps we ought to (deleted:figure-2) The acceptance of technological",2.5,3,1.5,-1.60269213348175,-0.377194301479682,-0.883479171556711,1,1
648,707,"H7B","W_commerce","  and challenges facing all parts of the organisation. Finally, if we are to imagine an organisation in which information is widely diffused, where the members of that organisation",5.5,3,2,0.251369249281986,-0.377194301479682,-0.60311765511875,2,0.999995434863898
650,709,"CB1","W_non_ac_humanities_arts","  predict others' behaviour, he does find it a practical necessity at times to imagine from their viewpoints at the cost of transiently feeling himself moved in altruistic directions.",6.5,6,2,0.869389710203231,1.45082491650862,-0.60311765511875,2,0.999999998745191
651,711,"HHV","W_hansard","  and 2,472, 900 in October 1991. Mr. Wareing Does the Secretary of State imagine that such figures could have been given to any other Parliament in the European Community",2.5,2.5,1.5,-1.60269213348175,-0.6818641711444,-0.883479171556711,1,1
652,712,"GYW","S_interview_oral_history","  boiler and it was probably heated up every day of the week and (unclear) can imagine what it would be like being in (unclear) prison. (laughing) (unclear). However that",6,3.5,4.5,0.560379479742608,-0.0725244318149641,0.798689927071058,2,0.99999996793678
653,713,"A0R","W_fict_prose","  , noisily.' That was quite a place,' she enthused.' Imagine the huge room at the front painted a sort of duck-egg blue. A golden",6,2.5,6,0.560379479742608,-0.6818641711444,1.63977447638494,2,0.99999999318177
655,715,"JJH","S_unclassified","  are? (SP:JJHPSUNK) No (SP:PS46G) It would do yes, but w--, wo--, imagine that they're there because the team's now for solving problems. (SP:JJHPSUNK) You",3,4.5,2,-1.29368190302113,0.536815307514471,-0.60311765511875,1,0.999999999999822
656,716,"EAK","W_non_ac_nat_science","  health insurance to the United States? To continue my predictions for the future. Imagine four potential cases of genetic disablement. # (1) # When a haemophiliac wants",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
657,717,"HU8","W_misc","  Naomi Vera. 18. FANTASY -- National Display Team Choreographed by: MARGARET CHARLWOOD Imagine a glimpse into an enchanted garden, full of secrets and surprises Performers: Chris",6,1.5,7,0.560379479742608,-1.29120391047384,2.20049750926087,2,0.99999999868051
659,719,"A57","W_newsp_brdsht_nat_report","  ' Mrs Sisulu said.' We were so excited to meet, you can imagine! We're almost the same age, I'm just a few months older",6,6,1.5,0.560379479742608,1.45082491650862,-0.883479171556711,2,0.999999981445766
660,720,"G07","W_fict_prose","  prison, or more than one year of solitary confinement. One just can't imagine what prison is like from outside. You think, well there'd be lots",6,2.5,5,0.560379479742608,-0.6818641711444,1.07905144350902,2,0.999999975840788
661,721,"C9W","W_misc","  relaxed and comfortable. Perhaps the easiest way to explain is to ask you to imagine what it feels like to be lying tucked up, snug and warm, in",6.5,2.5,6.5,0.869389710203231,-0.6818641711444,1.9201359928229,2,0.999999999933564
662,723,"HP0","W_fict_prose","  back to the house, thinking over Rodet's strange reaction. She could not imagine any English capitalist taking kindly to the idea that someone out there in the jungle",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
663,724,"EWH","W_fict_prose","  cattle raids, skirmishes, pranks and hunting expeditions; and so vividly could she imagine them that it seemed that she actually heard their voices, saw their red-cheeked smiles",6,1.5,7,0.560379479742608,-1.29120391047384,2.20049750926087,2,0.99999999868051
